,City ID,City,Country,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
517,4267661,Arkansas City,US,37.06,-97.04,45.0,70,90,18.34,1603042200
519,3648546,Barinas,VE,8.62,-70.21,87.67,60,99,4.97,1603042378
521,359783,Assiut,EG,27.18,31.18,87.8,33,0,11.41,1603042378
523,2121126,Smirnykh,RU,49.75,142.83,31.06,84,0,4.83,1603042378
524,1814435,Dafeng,CN,23.45,108.59,63.3,70,97,7.25,1603042378
525,3421719,Narsaq,GL,60.92,-46.05,41.0,88,56,3.36,1603042146
527,2963295,Killybegs,IE,54.63,-8.45,53.6,87,75,6.93,1603042379
528,1235846,Matara,LK,5.95,80.54,78.6,86,64,10.56,1603042143
530,2019935,Mnogovershinnyy,RU,53.94,139.92,22.37,97,100,9.84,1603042379
532,2126682,Bilibino,RU,68.05,166.44,15.35,94,98,2.55,1603042379
534,1850345,Toba,JP,34.48,136.85,57.2,87,20,11.41,1603042379
535,1714733,Dingle,PH,11.0,122.67,76.75,90,100,5.39,1603042096
536,6183204,Winkler,CA,49.18,-97.94,32.0,75,75,16.11,1603042380
537,3372745,Rabo de Peixe,PT,37.8,-25.58,64.4,52,20,14.99,1603042380
538,4734350,Stephenville,US,32.22,-98.2,81.0,54,1,12.75,1603042380
539,3372472,Vila Franca do Campo,PT,37.72,-25.43,64.4,52,20,14.99,1603042380
541,2643044,Margate,GB,51.38,1.39,52.0,75,50,4.36,1603042213
543,1313479,Loikaw,MM,19.67,97.21,65.93,89,80,1.25,1603042380
547,3514843,Vega de Alatorre,MX,20.03,-96.63,82.74,65,0,7.31,1603042381
549,2618795,Klaksvík,FO,62.23,-6.59,39.2,93,100,6.93,1603042381
550,4388460,Grandview,US,38.89,-94.53,43.0,70,90,18.34,1603042374
552,3598787,Champerico,GT,14.3,-91.92,87.8,66,75,6.93,1603042381
554,2291136,Bondoukou,CI,8.03,-2.8,76.62,84,68,2.21,1603042381
555,2525362,Carbonia,IT,39.17,8.52,64.99,77,40,10.29,1603042381
556,1283217,Khanbari,NP,27.37,87.2,68.22,62,25,1.81,1603042381
557,1501795,Krivosheino,RU,57.34,83.93,30.74,92,98,13.71,1603042381
558,5942913,Dryden,CA,49.78,-92.75,28.4,86,90,10.29,1603042382
559,296852,Erzin,TR,36.96,36.2,77.0,78,78,2.08,1603042382
